Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007165~signal transduction	113	8.911671924290221	4.4838014891253406E-7	SH3GL3, CHRM3, NR3C1, FGF2, CCND3, GJA1, RPS6KA6, RASSF3, RASSF4, RASSF5, RPS6KA1, TNFSF10, SOX8, FAM3C, OSTF1, PDE8A, TLE3, PRKCB, STARD8, CLEC11A, FLT3LG, TEX2, ANK1, PGF, SIGIRR, UTS2B, AR, ADCY9, DGKH, CDS1, EPAS1, SH2D2A, PXN, CREM, RASAL1, RHOBTB2, ARHGAP22, C3, SCUBE1, GRK5, IRAK1, NLRP3, IGFBP6, TNFSF13, OSGIN1, ARHGAP29, OSGIN2, ESR1, ARHGAP24, ARHGAP23, ARHGAP31, CDK6, GNB4, FGF12, FGF11, CD320, TENM1, CNTNAP1, ARHGAP1, PTPRJ, DUSP16, MDK, SMPD1, KIF13B, RAC3, TIMP1, HRAS, YWHAG, PSD, DUSP4, DUSP5, ANXA1, MYOC, METRN, NRG2, RHOF, RHOC, DUSP9, GNL1, ADAMTS20, CEACAM1, HSH2D, MRAS, CRH, RARB, PPARG, TRIM55, RALB, PHLPP1, INPP1, PLPPR3, NRXN1, NEDD9, AKAP5, EGFR, HLX, WIF1, OLFML1, SH2B3, ANGPT2, LIMK1, MX1, MOK, TSPEAR, MAPK10, P2RX6, PDP2, CLEC2B, FAS, CAMK1, INHA, ASB2, SIPA1	1028	1326	19416	1.6095392362272654	0.0018697889237170306	0.0018715387415609171	0.001868848460667442
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	34	2.6813880126182967	4.05281001097973E-6	COL18A1, PLXND1, EPAS1, SH2D2A, NRXN1, SERPINE1, TNFAIP2, CIB1, PTPRJ, MEOX2, SAT1, ARHGAP22, TMEM100, HEY1, BCAS3, EGFL7, ANGPT2, FZD4, EGF, NOS3, UNC5B, CD160, VASH1, ARHGAP24, OVOL2, NELL2, CEACAM1, ADAM15, ID1, NINJ1, CSPG4, MFGE8, EPHA1, SCG2	1028	264	19416	2.4324372125928546	0.01677418332184344	0.008458214492914697	0.008446056062881757
GOTERM_BP_DIRECT	GO:0001658~branching involved in ureteric bud morphogenesis	12	0.9463722397476341	1.3155305655511127E-5	SHH, SMAD4, DLG1, CITED1, MYC, LHX1, PTCH1, CTNNBIP1, BCL2, FAT4, FGF2, HOXA11	1028	44	19416	5.1510435090201625	0.05343023910809708	0.018303415268701148	0.018277104657390124
GOTERM_BP_DIRECT	GO:0048873~homeostasis of number of cells within a tissue	10	0.7886435331230284	8.065478741199236E-5	CSF1, COL14A1, NOS3, NFKBIZ, BCL2, RAC3, GATA2, LIPA, CORO1A, FOSL2	1028	36	19416	5.246433203631647	0.28585314586366717	0.08416327066441402	0.08404228848329603
GOTERM_BP_DIRECT	GO:0032956~regulation of actin cytoskeleton organization	17	1.3406940063091484	1.236892632543996E-4	BCAS3, DMTN, STAU2, ARHGEF16, ARHGEF19, NEDD9, RHOF, RHOC, BAIAP2, EFNA5, CORO1A, RHOBTB2, CCDC88A, FSCN1, RAC3, HRAS, EPHA3	1028	105	19416	3.0579210672595885	0.40328216561536234	0.10325579696477279	0.10310736984886751
GOTERM_BP_DIRECT	GO:1903078~positive regulation of protein localization to plasma membrane	12	0.9463722397476341	1.981358046757757E-4	VIL1, DLG1, NRXN1, GPER1, ARHGEF16, CIB1, AKAP5, STX3, EGFR, EPHA3, EPHA2, ARF6	1028	58	19416	3.907688179256675	0.5626846811126089	0.1378364747861146	0.13763833898143885
GOTERM_BP_DIRECT	GO:1902895~positive regulation of miRNA transcription	12	0.9463722397476341	3.646179841428081E-4	NOTCH3, AR, SMAD4, MYC, MRTFA, PPARG, GATA2, SMAD6, NR3C1, FGF2, SREBF2, EGFR	1028	62	19416	3.655579264465922	0.7817672209668725	0.19250187030160884	0.19222515462796014
GOTERM_BP_DIRECT	GO:0007399~nervous system development	42	3.3123028391167195	3.86388731606772E-4	TENM1, CHRM3, NRN1, DLX5, STMN3, GDPD5, EFNA5, FGF2, DPYSL4, NAGLU, MDK, SMPD1, GPER1, ADGRG6, DPF3, BPNT1, SLIT2, GDF11, MEF2C, TMOD2, LIMK1, NOG, SIGMAR1, FZD9, NAP1L1, NAV1, SEMA4F, NRG2, L1CAM, SMARCA2, NME1, CCDC88A, DLG1, DOK4, GLRB, LHX1, KCNQ2, NINJ1, CAMK1, FGF12, FGF11, ARF6	1028	444	19416	1.786623199074561	0.8007307248136362	0.19250187030160884	0.19222515462796014
GOTERM_BP_DIRECT	GO:0042098~T cell proliferation	10	0.7886435331230284	4.1507351047304254E-4	CCND3, SHH, GJA1, DLG1, CD151, SH2D2A, PELI1, LIPA, CORO1A, PSMB10	1028	44	19416	4.292536257516802	0.8232248146816945	0.19250187030160884	0.19222515462796014
GOTERM_BP_DIRECT	GO:1900025~negative regulation of substrate adhesion-dependent cell spreading	6	0.47318611987381703	5.496245360327441E-4	DMTN, SPRY4, FBLN1, MELTF, EFNA5, GBP1	1028	14	19416	8.09449694274597	0.8992147738789953	0.2214187486391039	0.2211004658188273
