Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006695~cholesterol biosynthetic process	13	0.9694258016405668	9.769124335823834E-7	SREBF1, IDI1, MVK, HMGCS1, MSMO1, DHCR24, HMGCR, LSS, LIPA, ACLY, MVD, DHCR7, FDFT1	1102	39	19416	5.8729582577132495	0.004229853980908249	0.004238823049313962	0.00421342332604082
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	36	2.684563758389262	2.573733142405897E-6	COL18A1, NRP1, NRP2, NOTCH1, PLXND1, EPAS1, NRXN1, TNFAIP2, NDNF, CIB1, PTPRJ, MEOX2, HIF1A, SAT1, APOLD1, ELK3, ARHGAP22, ADGRG1, HEY1, CCN2, BCAS3, EGF, UNC5B, CD160, DAB2IP, VASH1, ARHGAP24, OVOL2, NELL2, ID1, NINJ1, CSPG4, MFGE8, EPHA1, SCG2, FGFR2	1102	264	19416	2.4025738327008743	0.011105318062092251	0.005583714052449594	0.005550255521598317
GOTERM_BP_DIRECT	GO:0051496~positive regulation of stress fiber assembly	14	1.0439970171513795	7.337766187711204E-6	ARHGEF10, NRP1, MYOC, SDC4, SERPINF2, LIMK1, LPAR1, RHOC, CCDC88A, ITGB1BP1, CCN2, EPHA1, FERMT2, S100A10	1102	54	19416	4.5678564226658604	0.03133717000208314	0.009437636451650008	0.009381084585380615
GOTERM_BP_DIRECT	GO:0007160~cell-matrix adhesion	20	1.4914243102162565	9.563977316106135E-6	COL17A1, CD63, SNED1, EDA, COL13A1, ITGA3, LYPD3, NID1, MSLN, L1CAM, SGCE, TIAM1, ITGA10, ITGA7, EMILIN1, SVEP1, ITGB1BP1, CCN2, MUC4, FERMT2	1102	108	19416	3.2627545876184714	0.040649029944369586	0.009437636451650008	0.009381084585380615
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	29	2.162565249813572	1.087535889796037E-5	ROBO2, COL13A1, COL14A1, PRICKLE1, F11R, CELSR2, EGFR, TMEM47, LGALS1, NPHP4, STXBP6, PDLIM5, NEO1, MPZL2, DSP, KIRREL2, JUP, ITGA3, BAIAP2, NFASC, DLG1, ITGA10, CDH10, ITGA7, PKP3, PLPP3, TJP3, TJP2, LIMS1	1102	202	19416	2.529442417926003	0.04609237260748944	0.009437636451650008	0.009381084585380615
GOTERM_BP_DIRECT	GO:0016477~cell migration	35	2.609992542878449	1.625436450408902E-5	CD63, CD151, SDC4, SDC3, ASAP3, LIMD1, CORO1A, ADGRG1, SIX2, SIRPA, HES1, EMILIN1, CCN2, MISP, CARMIL2, LAMB3, JUP, GFRA1, PTK6, RHOF, RHOC, L1CAM, TGFBR3, CCDC88A, TIAM1, ARC, FMNL1, COL5A1, CDH10, CORO6, FSCN1, CDH12, SDC1, ITGB1BP1, EPHA2	1102	275	19416	2.2424022438541495	0.06809859710785782	0.01175461459720704	0.011684179017689323
GOTERM_BP_DIRECT	GO:0030199~collagen fibril organization	15	1.1185682326621924	1.899734496015409E-5	COL18A1, COL14A1, SERPINF2, COL12A1, LOXL3, PLOD3, PLOD2, PLOD1, LOXL1, LOXL2, COL1A1, BMP1, COL1A2, COL5A1, ADAMTS19	1102	67	19416	3.944524202941734	0.07912434505819976	0.011775639968872658	0.011705078401877799
GOTERM_BP_DIRECT	GO:0003180~aortic valve morphogenesis	11	0.8202833706189411	2.817487231356326E-5	ROBO2, NOTCH1, HEY1, ADAMTS19, SNAI2, EMILIN1, AXIN2, SLIT2, NKX2-5, SMAD6, TGFBR2	1102	37	19416	5.238043851473979	0.1150750972291068	0.015281346371068873	0.015189778036049793
GOTERM_BP_DIRECT	GO:1902895~positive regulation of miRNA transcription	14	1.0439970171513795	3.606226342912757E-5	SREBF1, NOTCH3, SMAD4, MRTFA, GATA2, KLF4, SMAD6, NR3C1, FGF2, HIF1A, SREBF2, EGFR, AR, TEAD1	1102	62	19416	3.978455593934781	0.14484879907484216	0.015753526491781772	0.01565912877599788
GOTERM_BP_DIRECT	GO:0060412~ventricular septum morphogenesis	11	0.8202833706189411	3.6306813763037045E-5	TGFBR3, ROBO2, SMAD4, NOTCH1, HEY1, ADAMTS19, NOG, HES1, SLIT2, NKX2-5, TGFBR2	1102	38	19416	5.100200592224664	0.14575575489359616	0.015753526491781772	0.01565912877599788
GOTERM_BP_DIRECT	GO:0061551~trigeminal ganglion development	5	0.37285607755406414	4.910813621551523E-5	NELL2, NRP1, NRP2, SIX4, SIX1	1102	5	19416	17.618874773139748	0.1919129048122883	0.01937092754901096	0.01925485377250156
GOTERM_BP_DIRECT	GO:0001568~blood vessel development	12	0.8948545861297539	6.021362975511704E-5	COL1A1, MAP3K3, MEF2C, DLX3, COL1A2, CDX2, COL5A1, WIF1, PLPP3, ANTXR1, TGFBR2, STRA6	1102	48	19416	4.404718693284937	0.22993072891969202	0.0217722449589544	0.021641782094484984
